v1,v2
ham,I thought slide is enough.
ham,"\Gimme a few\"" was  &lt;#&gt;  minutes ago"""
ham,I hope you know I'm still mad at you.
ham,Watching telugu movie..wat abt u?
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
ham,Ok... Ur typical reply...
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
ham,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born"
ham,I asked sen to come chennai and search for job.
ham,Yar... I tot u knew dis would happen long ago already.
ham,Just wait till end of march when el nino gets himself. Oh.
ham,I'm at home. Please call
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
ham,Ok i'm coming home now.
ham,I love to cuddle! I want to hold you in my strong arms right now...
ham,"Better than bb. If he wont use it, his wife will or them doctor"
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
ham,Lol. Well quality aint bad at all so i aint complaining
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
ham,Are you the cutest girl in the world or what
spam,Call FREEPHONE 0800 542 0578 now!
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
ham,I can't make it tonight
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
ham,Morning only i can ok.
ham,Yup song bro. No creative. Neva test quality. He said check review online.
ham,U reach orchard already? U wan 2 go buy tickets first?
ham,"Not yet chikku..going to room nw, i'm in bus.."
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
ham,I notice you like looking in the shit mirror youre turning into a right freak
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
ham,Ok c Ã_ then.
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
ham,Just got up. have to be out of the room very soon. ÂÃ_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
ham,Why don't you wait 'til at least wednesday to see if you get your .
ham,No management puzzeles.
ham,"He will, you guys close?"
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
ham,K..k...from tomorrow onwards started ah?
ham,Happy new year to u too!
ham,Ok then u tell me wat time u coming later lor.
ham,am up to my eyes in philosophy
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
spam,2/2 146tf150p
ham,Oh k :)why you got job then whats up?
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
ham,Are you coming to day for class.
ham,"(No promises on when though, haven't even gotten dinner yet)"
ham,Are you still getting the goods.
ham,"(No promises on when though, haven't even gotten dinner yet)"
ham,"That's what I love to hear :V see you sundayish, then"
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
ham,S:-)kallis wont play in first two odi:-)
ham,The new deus ex game comin early next yr
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
ham,Yup bathe liao...
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
ham,Well i know Z will take care of me. So no worries.
ham,Well i know Z will take care of me. So no worries.
ham,(That said can you text him one more time?)
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,Come to my home for one last time i wont do anything. Trust me.
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive Ã¥Â£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.
ham,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\"""""
ham,Then. You are eldest know.
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
ham,I knew it... U slept v late yest? Wake up so late...
ham,Oh thanks a lot..i already bought 2 eggs ..
spam,You are a winner U have been specially selected 2 receive Ã¥Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182"
ham,K..k:)how about your training process?
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
ham,Tell where you reached
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
ham,"Yeah sure, give me a couple minutes to track down my wallet"
ham,Okie...
ham,Do you know where my lab goggles went
ham,Is ur lecture over?
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
ham,"Nope, I'm still in the market"
ham,So are you guys asking that i get that slippers again or its gone with last year
ham,Me n him so funny...
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
ham,Also where's the piece
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
ham,That's necessarily respectful
ham,Okey dokey swashbuckling stuff what oh.
ham,5 nights...We nt staying at port step liao...Too ex
ham,Not..tel software name..
ham,"When you get free, call me"
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
ham,Aight should I just plan to come up later tonight?
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
ham,As if i wasn't having enough trouble sleeping.
ham,"Almost there, see u in a sec"
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? 
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
ham,"Yes, princess. Are you going to make me moan?"
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
ham,Is it your yahoo boys that bring in the perf? Or legal.
spam,"URGENT!: Your Mobile No. was awarded a Ã¥Â£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
ham,I know you are serving. I mean what are you doing now.
ham,K tell me anything about you.
ham,I'm at home n ready...
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,Captain is in our room:)
ham,How. Its a little difficult but its a simple way to enter this place
spam,Valentines Day Special! Win over Ã¥Â£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
ham,get ready to moan and scream :)
ham,Anytime...
ham,cool. We will have fun practicing making babies!
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\"""""
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
ham,What is your record for one night? :)
ham,U should make a fb list
ham,Yup next stop.
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
ham,"Nothing, i got msg frm tht unknown no.."
ham,Got it. Seventeen pounds for seven hundred ml ÂÃÃ hope ok.
ham,Sorry da thangam.it's my mistake.
ham,I'm already back home so no probably not
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
ham,Pls accept me for one day. Or am begging you change the number.
ham,Wat time u finish ur lect today?
ham,Am in film ill call you later.
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
ham,You do got a shitload of diamonds though
ham,"Ok omw now, you at castor?"
ham,Shopping lor. Them raining mah hard 2 leave orchard.
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
ham,How come?
ham,You will be in the place of that man
ham,Ooooooh I forgot to tell u I can get on yoville on my phone
ham,Just do what ever is easier for you
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
ham,It's ok i wun b angry. Msg u aft i come home tonight.
ham,Me too! Have a lovely night xxx
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,Yar lor... How u noe? U used dat route too?
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
ham,Were somewhere on Fredericksburg
ham,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
ham,The bus leaves at  &lt;#&gt; 
ham,IÂÃÃ·m parked next to a MINI!!!! When are you coming in today do you think?
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueÃ¥ÃC C RingtoneÃ¥Ã
ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDÃ¥ÃS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\"""""
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .
ham,Yes we are chatting too.
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
ham,Do you like shaking your booty on the dance floor?
ham,Do well :)all will for little time. Thing of good times ahead:
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
ham,"Not really dude, have no friends i'm afraid :("
ham,No:-)i got rumour that you going to buy apartment in chennai:-)
ham,Studying. But i.ll be free next weekend.
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
ham,Not able to do anything.
ham,Okay... I booked all already... Including the one at bugis.
ham,"Well, I meant as opposed to my drunken night of before"
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
ham,Just send a text. We'll skype later.
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham,Ok... U enjoy ur shows...
ham,Thx. All will be well in a few months
ham,I'm on da bus going home...
ham,Gudnite....tc...practice going on
ham,At what time are you coming.
ham,Hi.:)technical support.providing assistance to us customer through call and email:)
ham,WHO ARE YOU SEEING?
ham,"Sorry, I'll call later"
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,have you ever had one foot before?
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! 
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
ham,Ok good then i later come find Ã_... C lucky i told Ã_ to go earlier... Later pple take finish Ã_ no more again...
ham,I want to go to perumbavoor
ham,Nah im goin 2 the wrks with j wot bout u?
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
ham,Then ur physics get a-?
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
ham,Nope... Juz off from work...
spam,You have won a guaranteed 32000 award or maybe even Ã¥Â£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
ham,"Sorry, I'll call later ok bye"
ham,Lol its ok I didn't remember til last nite
ham,Please leave this topic..sorry for telling that..
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged Ã¥Â£4.50. Should your tone not arrive please call customer services on 09065069120"
ham,Cause I'm not freaky lol
ham,If you're thinking of lifting me one then no.
ham,"Aight, we'll head out in a few"
ham,\Hey sorry I didntgive ya a a bellearlier hunny
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
ham,"Yes, i'm small kid.. And boost is the secret of my energy.."
ham,He needs to stop going to bed and make with the fucking dealing
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!"
spam,FREE entry into our Ã¥Â£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,And do you have any one that can teach me how to ship cars.
ham,How do you plan to manage that
ham,Just send a text. We'll skype later.
ham,1's finish meeting call me.
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
ham,3 pa but not selected.
ham,Hey whats up? U sleeping all morning?
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night"""
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
ham,Ok.
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
ham,K. I will sent it again
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
ham,What about this one then.
ham,Im done. Just studyn in library
ham,Ard 6 like dat lor.
ham,"Sorry, I'll call later in meeting"
ham,Mm i am on the way to railway
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? "
ham,Boo what time u get out? U were supposed to take me shopping today. :(
ham,Den wat will e schedule b lk on sun?
ham,"Sorry, I'll call later"
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
ham,Thats cool. i liked your photos. You are very sexy!
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
ham,Yup. Thk of u oso boring wat.
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
ham,Ok... The theory test? when are Ã_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
ham,Howz that persons story
spam,URGENT! We are trying to contact U Todays draw shows that you have won a Ã¥Â£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
ham,I re-met alex nichols from middle school and it turns out he's dealing!
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
ham,That's y u haf 2 keep me busy...
ham,"Uh, heads up we don't have THAT much left"
spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
ham,K I'll be there before 4.
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
ham,Well. Im computerless. Time to make some oreo truffles
ham,Me i'm not workin. Once i get job...
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
spam,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!"""
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
spam,"Win the newest ÂÃÃHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,The wine is flowing and i'm i have nevering..
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham,Tiwary to rcb.battle between bang and kochi.
ham,645
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur Ã¥Ãrents mayb interested in it, I hav 12,000pes, so around Ã¥Â£48, tb, James."
ham,Dont you have message offer
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
ham,Good evening! this is roger. How are you?
ham,"Ta-Daaaaa! I am home babe, are you still up ?"
ham,Pls speak with me. I wont ask anything other then you friendship.
ham,U in town alone?
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
spam,Call FREEPHONE 0800 542 0578 now!
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\"""""
ham,That's a shame! Maybe cld meet for few hrs tomo?
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
spam,"URGENT!! Your 4* Costa Del Sol Holiday or Ã¥Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÃ¥Â£1.50/pm, Max10mins"
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Ã¥Â£1000 cash or Ã¥Â£5000 prize!
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
ham,That's a shame! Maybe cld meet for few hrs tomo?
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
ham,Enjoy ur life. . Good night
ham,Ya! when are Ã_ taking ure practical lessons? I start in june..  
ham,jay says he'll put in  &lt;#&gt;
ham,No it will reach by 9 only. She telling she will be there. I dont know
ham,Wait.i will come out.. &lt;#&gt;  min:)
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. "
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
ham,Your brother is a genius
ham,I AM AT A PARTY WITH ALEX NICHOLS
ham,You getting back any time soon?
ham,Tiwary to rcb.battle between bang and kochi.
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
spam,"Today's Offer! Claim ur Ã¥Â£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. Ã¥Â£3.00 Sub. 16 . Unsub reply X"
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
spam,Congratulations YOU'VE Won. You're a Winner in our August Ã¥Â£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
